"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081600900,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601000,0.1,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601000,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601000,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601100,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601100,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601200,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601200,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601300,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601300,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601400,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601400,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601501,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601501,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601502,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601502,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601601,0.6,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601601,1.4,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601601,2.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601603,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601603,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601604,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601604,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601605,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601605,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601700,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601700,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601800,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601800,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601901,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601901,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601902,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081601902,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602000,0.8,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602000,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602000,1.8,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602100,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602100,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602200,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602200,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602300,1.1,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602300,1.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602300,0.8,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602400,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602400,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602500,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602500,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602600,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602600,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602700,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602700,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602800,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602800,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602900,2.2,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081602900,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603000,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603000,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603100,6.8,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603100,6.9,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
