"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600200,66.2,percent,65.4,67.0,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600200,64.7,percent,63.8,65.6,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600200,65.2,percent,64.3,66.0,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600200,65.4,percent,64.4,66.4,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600300,70.4,percent,66.5,74.0,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600300,63.8,percent,58.4,68.6,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600300,67.2,percent,66.2,68.0,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600300,72.6,percent,71.8,73.4,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600300,71.6,percent,70.9,72.4,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600300,67.0,percent,66.3,67.8,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600300,66.2,percent,65.4,67.0,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600300,66.2,percent,65.3,67.0,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600300,67.1,percent,66.2,68.0,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600401,70.2,percent,66.3,73.9,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600401,63.0,percent,57.5,67.8,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600401,66.5,percent,65.5,67.4,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600401,71.8,percent,70.8,72.6,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600401,70.9,percent,70.3,71.7,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600401,66.5,percent,65.7,67.2,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600401,65.8,percent,64.9,66.7,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600401,66.9,percent,66.1,67.6,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600401,67.7,percent,66.9,68.6,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600402,68.1,percent,64.0,72.0,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600402,62.2,percent,56.6,67.1,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600402,65.8,percent,64.7,66.8,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600402,70.8,percent,69.8,71.6,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600402,70.1,percent,69.2,71.0,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600402,65.6,percent,64.8,66.4,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600402,64.4,percent,63.4,65.3,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600402,64.7,percent,63.8,65.5,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600402,65.4,percent,64.4,66.5,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600500,62.2,percent,56.8,67.3,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600500,66.0,percent,64.9,67.0,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600500,70.8,percent,69.9,71.7,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600500,70.1,percent,69.3,70.9,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600500,65.8,percent,65.1,66.5,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600500,65.1,percent,64.2,65.9,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600500,65.5,percent,64.6,66.2,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600500,66.0,percent,65.1,67.0,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600501,68.1,percent,64.0,72.0,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600502,70.2,percent,66.2,73.8,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600600,68.8,percent,64.7,72.7,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600600,61.6,percent,55.8,66.7,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600600,65.3,percent,64.3,66.3,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600600,69.9,percent,69.0,70.8,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600600,69.2,percent,68.4,69.9,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600600,64.6,percent,63.8,65.3,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600600,63.6,percent,62.5,64.4,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600600,64.2,percent,63.3,65.1,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600600,65.0,percent,64.0,65.9,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600700,62.1,percent,56.4,66.9,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600700,65.8,percent,64.8,66.8,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600700,70.7,percent,69.7,71.6,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults who have had a Routine Checkup","This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.","Census Tract",06081600700,70.0,percent,69.1,70.8,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
